genres,director,cast,vote_average,keywords,production_countries,budget,popularity
"['Fantasy', 'Adventure']",['David Yates'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Alan Rickman', 'Ralph Fiennes', 'Helena Bonham Carter', 'David Ryall', 'Maggie Smith', 'Bonnie Wright', 'Evanna Lynch', 'Matthew Lewis', 'Tom Felton', 'Devon Murray', 'David Thewlis', 'Oliver Phelps', 'James Phelps', 'Jason Isaacs', 'Robbie Coltrane', 'Warwick Davis', 'Ciarán Hinds', 'Helen McCrory', 'Natalia Tena', 'George Harris', 'Jim Broadbent', 'Domhnall Gleeson', 'Clémence Poésy', 'Emma Thompson', 'Gemma Jones', 'Julie Walters', 'Mark Williams', 'Michael Gambon', 'David Bradley', 'Miriam Margolyes', 'Peter Mullan', 'Timothy Spall', 'Arben Bajraktaraj', 'Pauline Stone', 'Ralph Ineson', 'Suzie Toase', 'Chris Rankin', 'Rod Hunt', 'Dave Legeno', 'Nick Moran', 'Guy Henry', 'Anna Shaffer', 'Alfred Enoch', 'Jessie Cave', 'Shefali Chowdhury', 'Afshan Azad', 'Louis Cordice', 'Josh Herdman', 'Scarlett Hefner', 'Isabella Laughland', 'Jamie Marks', 'Katie Leung', 'Georgina Leonidas', 'Freddie Stroma', 'John Hurt', 'Kelly Macdonald', 'Gary Oldman', 'Adrian Rawlins', 'Geraldine Somerville', 'Anthony Allgood', 'Rusty Goffe', 'Benn Northover', 'Ian Peck', 'Hebe Beardsall', 'William Melling', 'Sian Grace Phillips', 'Amber Evans', 'Ruby Evans', 'Jon Key', 'Phil Wright', 'Gary Sayer', 'Tony Adkins', 'Penelope McGhie', 'Ellie Darcey-Alden', 'Ariella Paradise', 'Benedict Clarke', 'Alfie McIlwain', 'Rohan Gotobed', 'Toby Papworth', 'Peter G. Reed', 'Judith Sharp', 'Emil Hoștină', 'Bob Yves Van Hellenberg Hubar', 'Granville Saxton', 'Tony Kirwood', 'Ashley McGuire', 'Arthur Bowen', 'Daphne de Beistegui', 'Will Dunn', 'Jade Gordon', 'Bertie Gilbert', 'Helena Barlow', 'Ryan Turner', 'Jamie Campbell Bower', 'Luke Newberry', 'Sean Biggerstaff', 'Leslie Phillips', 'Graham Duff', 'Keijo J. Salmela', 'Paul Bailey', 'Vinnie Clarke', 'Spencer Wilding', 'Charlie Hobbs', 'David Heyman']",8.1,"['self sacrifice', 'magic', 'sorcerer', 'school', 'wizard', 'based on young adult novel']","['United Kingdom', 'United States of America']",125000000,192.368
"['Comedy', 'Fantasy']",['Henry Koster'],"['James Stewart', 'Josephine Hull', 'Charles Drake', 'Peggy Dow', 'Victoria Horne', 'Jesse White', 'Cecil Kellaway', 'William H. Lynn', 'Dick Wessel', 'Harry Hines', 'Grayce Mills', 'Norman Leavitt', 'Minerva Urecal', 'Clem Bevans', 'Nana Bryant', 'Wallace Ford', 'Harvey', 'Don Brodie', 'Aileen Carlyle', 'Polly Bailey', 'Sally Corner', 'Eula Guy', 'Sam Wolfe', 'Grayce Hampton', 'Maudie Prickett', 'Edwin Max', ""Anne O'Neal"", 'Almira Sessions', 'Pat Flaherty', 'Ruthelma Stevens', 'Fess Parker', 'Leo Sulky', 'Gino Corrado', 'Charles Perry']",7.7,"['sibling relationship', 'sanatorium', 'imaginary friend', 'based on play or musical', 'mental institution', 'police officer', 'rabbit', 'screwball comedy', 'aunt nephew relationship', 'commitment']",['United States of America'],0,7.591
"['Action', 'Crime', 'Drama', 'Thriller']",['Michael Mann'],"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Natalie Portman', 'Ted Levine', 'Tom Noonan', 'Kevin Gage', 'Jon Voight', 'Tone Loc', 'Hank Azaria', 'Wes Studi', 'Dennis Haysbert', 'Danny Trejo', 'Henry Rollins', 'William Fichtner', 'Susan Traylor', 'Jerry Trimble', 'Ricky Harris', 'Jeremy Piven', 'Xander Berkeley', 'Begonya Plaza', 'Rick Avery', 'Hazelle Goodman', 'Ray Buktenica', 'Max Daniels', 'Vince Deadrick Jr.', 'Steven Ford', 'Farrah Forke', 'Patricia Healy', 'Paul Herman', 'Cindy Katz', 'Brian Libby', 'Dan Martin', 'Mario Roberts', 'Thomas Rosales Jr.', 'Yvonne Zima', 'Mick Gould', 'Bud Cort', 'Viviane Vives', 'Kim Staunton', 'Martin Ferrero', 'Brad Baldridge', 'Andrew Camuccio', 'Kenny Endoso', 'Kimberly Flynn', 'Niki Haris', 'Bill McIntosh', 'Rick Marzan', 'Terry Miller', ""Daniel O'Haco"", 'Kai Soremekun', 'Peter Blackwell', 'Trevor Coppola', 'Mary Kircher', 'Darin Mangan', 'Robert Miranda', 'Manny Perry', 'Iva Franks Singer', 'Tim Werner', 'Rainell Saunders', 'Brian Camuccio', 'Amanda Graves', 'Emily Graves', 'Thomas Elfmont', 'Ted Harvey', 'Wendy L. Walsh', 'Rey Verdugo', 'Phillip Robinson']",7.9,"['robbery', 'detective', 'obsession', 'chase', 'thief', 'honor', 'murder', 'heist', 'betrayal', 'gang', 'los angeles, california', 'cat and mouse', 'bank robbery', 'criminal mastermind', 'cult film', 'ex-con', 'one last job', 'loner', 'bank job', 'neo-noir', 'crime epic']",['United States of America'],60000000,29.003
"['Western', 'Thriller']",['Fred Zinnemann'],"['Gary Cooper', 'Grace Kelly', 'Thomas Mitchell', 'Lloyd Bridges', 'Katy Jurado', 'Otto Kruger', 'Lon Chaney Jr.', 'Harry Morgan', 'Ian MacDonald', 'Eve McVeagh', 'Morgan Farley', 'Harry Shannon', 'Lee Van Cleef', 'Robert J. Wilke', 'Sheb Wooley', 'Jack Elam', 'John Doucette', 'Ted Stanhope', 'Lee Aaker', 'Guy Beach', 'Larry J. Blake', 'John Breen', 'Tex Driscoll', 'Herschel Graham', 'Paul Kruger', ""William H. O'Brien"", 'Roy Bucko', 'Russell Custer', 'Nora Bush', 'Ann Kunde', 'Ben Corbett', 'Rudy Germane', 'Chuck Hayward', 'Michael Jeffers', 'Kansas Moehring', 'Jack Montgomery', 'Buddy Roosevelt', 'Allen D. Sewall', 'Howland Chamberlain', 'Virginia Christine', 'Cliff Clark', 'Paul Dubov', 'Dick Elliott', 'Virginia Farmer', 'Tim Graham', 'Tom Greenway', 'Harry Harvey', 'Nolan Leary', 'Tom London', 'Merrill McCormick', 'William Newell', 'James Millican', 'William Phillips', 'Lucien Prival', 'Ralph Reed', 'Charles Soldani', 'Slim Talbot']",7.7,"['gunslinger', 'showdown', 'fistfight', 'shootout', 'morality', 'u.s. marshal', 'black and white', 'battle', 'justice', 'one against many', 'quick draw', 'brawl', 'ticking clock']",['United States of America'],730000,9.744
"['Drama', 'History', 'War']",['Terry George'],"['Don Cheadle', 'Sophie Okonedo', 'Nick Nolte', 'Fana Mokoena', 'Joaquin Phoenix', 'Jean Reno', 'Desmond Dube', 'Ofentse Modiselle', 'Mathabo Pieterson', 'Hakeem Kae-Kazim', 'Tony Kgoroge', 'Lebo Mashile', 'Antonio David Lyons', 'Leleti Khumalo', 'Neil McCarthy', ""Mabutho 'Kid' Sithole"", 'Jeremiah Ndlovu', 'Mosa Kaiser', ""David O'Hara"", 'Lennox Mathabathe', 'Mothusi Magano', 'Simo Mogwaza', 'Cara Seymour', 'Roberto Citran', 'Mduduzi Mabaso', 'Harriet Lenabe', 'Xolani Mali', 'Rosie Motene']",7.7,"['rwanda', 'refugee', 'refugee camp', 'militia', 'rwandan genocide', 'murder', 'slaughter', 'dead body', 'atrocity', 'african', 'cruelty', 'united nations', 'death']","['Italy', 'South Africa', 'United Kingdom', 'United States of America']",17500000,12.782
"['Fantasy', 'Adventure', 'Animation', 'Family']","['Chris Sanders', 'Dean DeBlois']","['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'T. J. Miller', 'Kristen Wiig', 'David Tennant', 'Ashley Jensen', 'Robin Atkin Downes', 'Philip McGrade', 'Kieron Elliott']",7.8,"['flying', 'blacksmith', 'arena', 'island', 'ship', 'training', 'village', 'forest', 'viking', 'friendship', 'ignorance', 'flight', 'nest', 'dragon', 'battle', 'combat', 'well', 'warrior']",['United States of America'],165000000,60.801
['Western'],['Sergio Leone'],"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli', 'Rada Rassimov', 'Enzo Petito', 'Claudio Scarchilli', 'Livio Lorenzon', 'Antonio Casale', 'Sandro Scarchilli', 'Benito Stefanelli', 'Angelo Novi', 'Mario Brega', 'Al Mulock', 'Frank Braña', 'Saturno Cerra', 'Antonio Casas', 'Chelo Alonso', 'Antoñito Ruiz', 'John Bartha', 'Tony Di Mitri', 'Attilio Dottesio', 'Amerigo Castrighella', 'Veriano Ginesi', 'Alberigo Donadeo', 'Aysanoa Runachagua', 'Víctor Israel', 'José Terrón', 'Román Ariznavarreta', 'Antonio Molino Rojo', 'Aldo Sambrell', 'Romano Puppo', 'Lorenzo Robledo', 'Luigi Ciavarro', 'Axel Darna', 'Richard Alagich', 'Fortunato Arena', 'Silvana Bacci', 'Joseph Bradley', 'William Conroy', 'Antonio Contreras', 'Domingo Contreras', 'Luis Fernández de Eribe', 'Ricardo Palacios', 'Antonio Palombi', 'Julio Martínez Piernavieja', 'Jesús Porras', 'Enrique Santiago', 'Franco Tocci', 'Luis Rodriguez', 'Gianni Di Segni']",8.5,"['bounty hunter', 'refugee', 'gold', 'anti hero', 'gallows', 'hitman', 'army', 'outlaw', 'shootout', 'moral ambiguity', 'spaghetti western']","['United States of America', 'Italy', 'Spain', 'Germany']",1200000,30.399
['Drama'],['Jim Sheridan'],"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Emma Thompson', 'John Lynch', 'Corin Redgrave', 'Beatie Edney', 'John Benfield', 'Paterson Joseph', 'Marie Jones', 'Gerard McSorley', 'Frank Harper', 'Mark Sheppard', 'Don Baker', 'Alison Crosbie', 'Philip King', 'Nye Heron', 'Anthony Brophy', 'Frankie McCafferty', 'Paul Warriner', 'Julian Walsh', 'Stuart Wolfenden', 'Jo Connor', 'Karen Carlisle', 'Seamus Moran', 'Billy Byrne', 'Maureen McBride', 'Jane Nolan', 'Laurence Griffin', 'Jason Murtagh', 'Kelly McKeavney', 'Joanna Irvine', 'Fiona Daly', 'Catherine Dunne', 'Anna Megan', 'Leah McCullagh', 'Saffron Burrows', 'Jamie Harris', 'Britta Smith', 'Barbara Mulcahy', 'Mick Tohill', 'Peter Sheridan Snr.', 'Joe McPartland', 'Stanley Townsend', 'Tim Perrin', 'Tony Denham', 'Rob Spendlove', 'Phil Davis', 'Martin Murphy', 'Richard Graham', 'Oliver Maguire', 'Maurice Kehoe', 'Rachael Dowling', 'Tina Kellegher', 'Ronan Wilmot', 'Maclean Burke', 'Joe Jeffers', 'Alistair Findlay', 'Peter Howitt', 'Sean Lawlor', 'Brian de Salvo', 'Luke Hayden', 'Aiden Grennell', 'Daniel Massey', 'Bosco Hogan', 'Kenneth Edge', ""Aine O'Connor"", 'Guy Carleton', 'Dave Duffy', 'Martin Dunne', 'Larry Murphy', 'Richard Michaelis', 'Mal Whyte', 'John Gallagher', 'Marcus Lynch', ""Jer O'Leary"", 'Joey Cashman', 'Alan Amsby', ""Paul O'Grady"", 'Owen Conroy', 'Dee Man Kole', 'Bernard Pellegrinetti', 'Emeka Okeki', ""Alan O'Connor"", 'Mario McGovern', 'John Joe Fontana', ""Terry O'Neill"", 'Joey Legaspi', 'Jimmie Bergin', 'John Higgins', 'Malcolm Tierney', 'Iain Montague', 'Paul Raynor', 'Clodagh Conroy', 'Peter Sheridan', 'Darren McHugh', 'Peter Campbell', 'Alan Barry', 'Jonathan Ryan', 'John Pickles', ""Liam O'Callaghan"", 'Denys Hawthorne', 'Tom Wilkinson']",7.9,"['bomb', 'prison', 'based on novel or book', 'parent child relationship', '1970s', 'biography', 'faith', 'trial', 'rebellion', 'torture', 'terrorism', 'courtroom']","['United Kingdom', 'Ireland']",13000000,12.373
"['Drama', 'War', 'Mystery']",['Denis Villeneuve'],"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Rémy Girard', 'Allen Altman', 'Abdelghafour Elaaziz', 'Dominique Briand', 'Frédéric Paquet', 'Ahmad Massad', 'John Dunn-Hill', 'Jackie Sawiris', 'Lara Atalla', 'Baya Belal', 'Yousef Shweihat', 'Karim Babin', 'Mohamed Majd', 'Mustafa Kamel', 'Hussein Sami', 'Hamed Najem', 'Bader Alami', 'Majida Hussein', 'Asriah Nijres', 'Nadia Essadiqi']",8.1,"['prison', 'middle east', 'rape', 'muslim', 'militia', 'interpreter', 'son', 'orphanage', 'swimming pool', 'massacre', 'checkpoint', 'political assassination', 'twins', 'will']","['Canada', 'France']",10000000,10.477
"['Action', 'Science Fiction', 'Adventure']",['Christopher Nolan'],"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Talulah Riley', 'Tohoru Masamune', 'Taylor Geare', 'Claire Geare', 'Johnathan Geare', 'Yuji Okumoto', 'Earl Cameron', 'Ryan Hayward', 'Miranda Nolan', 'Russ Fega', 'Tim Kelleher', 'Coralie Dedykere', 'Silvie Laguna', 'Virgile Bramly', 'Nicolas Clerc', 'Jean-Michel Dagory', 'Marc Raducci', 'Tai-Li Lee', 'Magnus Nolan', 'Helena Cullinan', 'Mark Fleischmann', 'Shelley Lang', 'Adam Cole', 'Jack Murray', 'Kraig Thornber', 'Angela Nathenson', 'Natasha Beaumont', 'Carl Gilliard', 'Jill Maddrell', 'Alex Lombard', 'Nicole Pulliam', 'Peter Basham', 'Michael Gaston', 'Felix Scott', 'Andrew Pleavin', 'Lisa Reynolds', 'Jason Tendell', 'Jack Gilroy', 'Shannon Welles']",8.4,"['paris, france', 'spy', 'philosophy', 'allegory', 'dream', 'kidnapping', 'manipulation', 'airplane', 'virtual reality', 'car crash', 'heist', 'rescue', 'mission', 'memory', 'architecture', 'los angeles, california', 'dream world', 'subconscious']","['United Kingdom', 'United States of America']",160000000,128.943
"['Adventure', 'Action']",['Steven Spielberg'],"['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody', 'John Rhys-Davies', 'Julian Glover', 'River Phoenix', 'Michael Byrne', 'Kevork Malikyan', 'Robert Eddison', 'Richard Young', 'Alexei Sayle', 'Alex Hyde-White', 'Paul Maxwell', 'Isla Blair', 'Vernon Dobtcheff', 'J. J. Hardy', 'Bradley Gregg', ""Jeff O'Haco"", 'Vince Deadrick Sr.', 'Marc Miles', 'Ted Grossman', 'Tim Hiser', 'Larry Sanders', 'Will Miles', 'David Murray', 'Frederick Jaeger', 'Jerry Harte', 'Billy J. Mitchell', 'Martin Gordon', 'Paul Humpoletz', 'Tom Branch', 'Graeme Crowther', 'Luke Hanson', 'Chris Jenkinson', 'Nicola Scott', 'Louis Sheldon', 'Stefan Kalipha', 'Peter Pacey', 'Pat Roach', 'Suzanne Roquette', 'Eugene Lipinski', 'George Malpas', 'Julie Eccles', 'Nina Armstrong', 'Roy Beck', 'Hugh Elton', 'Albert Evansky', 'Nick Gillard', 'Ronald Lacey', 'Derek Lyons', 'Paul Markham', 'Lee Richards', 'Michael Sheard', 'Tip Tipping']",7.8,"['germany', 'saving the world', 'venice, italy', 'holy grail', 'library', 'riddle', 'parent child relationship', 'whip', 'treasure', 'nazi', 'entrapment', 'crusader', 'father', 'treasure hunt', 'escape', 'tank', 'order of the templars', 'desert', 'archaeologist', 'adventurer', 'indiana jones', 'archeology', '1930s', 'father son relationship']",['United States of America'],48000000,27.132
"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']","['Andrew Lau', 'Alan Mak']","['Andy Lau', 'Tony Leung Chiu-wai', 'Anthony Wong', 'Eric Tsang', 'Kelly Chen', 'Sammi Cheng', 'Edison Chen', 'Shawn Yue', 'Chapman To', 'Dion Lam Dik-On', 'Gordon Lam', 'Wan Chi-Keung', 'Berg Ng', 'Tony Ho', 'Xiao Yaxuan', 'Courtney Wu', 'Victy Wong Yin-Keung', 'Eric Li Tin Cheung', 'So Wai-Nam']",7.8,"['undercover', 'undercover agent', 'hong kong']",['Hong Kong'],125000,12.67
"['Drama', 'Action', 'Thriller', 'War']",['Quentin Tarantino'],"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender', 'Diane Kruger', 'Daniel Brühl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis Ménochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus', 'Léa Seydoux', 'Richard Sammel', 'Alexander Fehling', 'Rod Taylor', 'Samm Levine', 'Paul Rust', 'Michael Bacall', 'Arndt Schwering-Sohnrey', 'Petra Hartung', 'Volker Michalowski', 'Ken Duken', 'Christian Berkel', 'Tina Rodriguez', 'Lena Friedrich', 'Ludger Pistor', 'Jana Pallaske', 'Wolfgang Lindner', 'Michael Kranz', 'Rainer Bock', 'André Penvern', 'Sebastian Hülk', 'Buddy Joe Hooker', 'Sönke Möhring', 'Carlos Fidel', 'Hilmar Eichhorn', 'Patrick Elias', 'Eva Löbau', 'Salvadore Brandt', 'Jasper Linnewedel', 'Wilfried Hochholdinger', 'Olivier Girard', 'Michael Scheel', 'Leo Plank', 'Andreas Tietz', 'Bo Svenson', 'Enzo G. Castellari', 'Christian Brückner', 'Samuel L. Jackson', 'Bela B', 'Noemi Besedes', 'Hélène Cardona', 'Jake Garber', 'Sabrina Rattey', 'Alex Boden', 'Guido Föhrweißer', 'Harvey Keitel', 'Andrew Napier', 'Gregory Nicotero', 'Quentin Tarantino', 'Vitus Wieser', 'Bea-Marie Rück', 'Daniela Schwerdt']",8.2,"['paris, france', 'guerrilla warfare', 'self sacrifice', 'dynamite', 'mexican standoff', 'world war ii', 'jew persecution', 'nazi', 'masochism', 'sadism', 'anti-semitism', 'swastika', 'german occupation of france', 'british politics', 'adolf hitler']","['Germany', 'United States of America']",70000000,83.457
"['Adventure', 'Drama']",['Sean Penn'],"['Emile Hirsch', 'Marcia Gay Harden', 'William Hurt', 'Jena Malone', 'Brian H. Dierker', 'Catherine Keener', 'Vince Vaughn', 'Kristen Stewart', 'Hal Holbrook', 'Thure Lindhardt', 'Signe Egholm Olsen', 'Jim Gallien', ""James J. O'Neill"", 'Malinda McCollum', 'Paul Knauls', 'Zach Galifianakis', 'Craig Mutsch', 'Jim Beidler', 'John Decker', 'John Hofer', 'Jerry Hofer', 'Terry Waldner', 'Robin Mathews', 'Candice Campos', 'Steven Wiig', 'Floyd Wall', 'Bryce Walters', 'Jim Davis', 'Cheryl Francis Harrington', 'R.D. Call', 'Haley Ramm', 'Merritt Wever', 'Everett ""Insane Wayne"" Smith', 'John Jabaley', 'Leonard Knight', 'Matt Contreras', 'Denise Sitton', 'Sharon Olds', 'Carine McCandless', 'J. Nathan Simmons', 'Parris Mosteller', 'Timothy Levine', 'Haley Sweet', 'Bart the Bear II']",7.8,"['parent child relationship', 'camping', 'self-discovery', 'wilderness', 'biography', 'road trip', 'based on a true story', 'alaska', 'journey']",['United States of America'],15000000,16.201
"['Drama', 'Comedy']","['Éric Toledano', 'Olivier Nakache']","['François Cluzet', 'Omar Sy', 'Audrey Fleurot', 'Anne Le Ny', 'Clotilde Mollet', 'Alba Gaïa Bellugi', 'Cyril Mendy', 'Christian Ameri', 'Marie-Laure Descoureaux', 'Salimata Kamate', 'Absa Diatou Toure', 'Dominique Daguier', 'François Caron', 'Thomas Solivérès', 'Grégoire Oestermann', 'Dorothée Brière', 'Joséphine de Meaux', 'Émilie Caen', 'Caroline Bourg', 'Sylvain Lazard', 'Jean-François Cayrey', 'Ian Fenelon', 'Renaud Barse', 'François Bureloup', 'Nicky Marbot', 'Benjamin Baroche', 'Jérôme Pauwels', 'Antoine Laurent', 'Fabrice Mantegna', 'Hedi Bouchenafa', 'Michel Winogradoff', 'Elliot Latil', 'Yun-Ping He', 'Kévin Wamo', 'Pierre-Laurent Barneron', 'Philippe Pozzo di Borgo']",8.3,"['male friendship', 'masseuse', 'friendship', 'based on a true story', 'aristocrat', 'paragliding', 'interracial friendship', 'unlikely friendship', 'duringcreditsstinger', 'quadriplegic', 'quadriplegia']",['France'],13000000,61.599
"['Comedy', 'Romance']",['Frank Capra'],"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns', 'Jameson Thomas', 'Alan Hale', 'Arthur Hoyt', 'Blanche Friderici', 'Charles C. Wilson', 'Irving Bacon', 'Ward Bond', 'James Burke', 'Ray Cooke', 'Joseph Crehan', 'Mickey Daniels', 'Bess Flowers', 'Milton Kibbee', 'Claire McDowell', 'Dolores Fuller', 'Wallis Clark']",7.9,"['miami, florida', 'newspaper', 'marriage', 'reporter', 'screwball comedy', 'socialite', 'pre-code', 'based on short story', 'screwball', 'hitchhiking', 'road movie', 'rich girl', 'brat']",['United States of America'],325000,6.976
"['Drama', 'Family', 'Fantasy']",['Frank Capra'],"['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell', 'Henry Travers', 'Beulah Bondi', 'Frank Faylen', 'Ward Bond', 'Gloria Grahame', 'H.B. Warner', 'Frank Albertson', 'Todd Karns', 'Samuel S. Hinds', 'Mary Treen', 'Virginia Patton', 'Charles Williams', 'Sarah Edwards', 'William Edmunds', 'Lillian Randolph', 'Argentina Brunetti', 'Robert J. Anderson', 'Ronnie Ralph', 'Jean Gale', 'Jeanine Ann Roose', 'Danny Mummert', 'Georgie Nokes', 'Sheldon Leonard', 'Frank Hagney', 'Ray Walker', 'Charles Lane', 'Edward Keane', 'Carol Coombs', 'Karolyn Grimes', 'Larry Simms', 'Jimmy Hawkins', 'Jean Acker', 'Ernie Adams', 'Monya Andre', 'Stanley Andrews', 'Sam Ash', 'Jack Bailey', 'Louise Bates', 'Mary Bayless', 'Beth Belden', 'Brooks Benedict', 'Joseph E. Bernard', 'Al Bridge', 'Buz Buckley', 'Marian Carr', 'Adriana Caselotti', 'Lane Chandler', 'Michael Chapin', 'Tom Chatterton', 'Jack Cheatham', 'Harry Cheshire', 'Edward Clark', 'Tom Coleman', 'Ellen Corby', 'Bryn Davis', 'Lew Davis', 'Harry Denny', 'Helen Dickson', 'Dick Elliott', 'Tom Fadden', 'Frank Fenton', 'Eddie Fetherston', 'Sam Flint', 'Lee Frederick', 'Dick Gordon', 'Jack Gordon', 'Herschel Graham', 'Joseph Granby', 'Charles Halton', 'Carl Eric Hansen', 'Herbert Heywood', 'Harry Holman', 'Art Howard', 'Bert Howard', 'Arthur Stuart Hull', 'John Indrisano', 'Eddie Kane', 'Carl Kent', 'Milton Kibbee', 'Effie Laird', 'Mike Lally', 'Harold Landon', ""Meade 'Lux' Lewis"", 'Jack Lomas', 'J. Farrell MacDonald', 'Irene Mack', 'Wilbur Mack', 'Charles Meakin', 'Priscilla Montgomery', 'Bert Moorhouse', 'Evelyn Moriarty', 'Philip Morris', 'George Noisom', ""Bob O'Connor"", ""Frank O'Connor"", ""Lynn O'Leary-Jameson"", 'Moroni Olsen', 'Garry Owen', 'Netta Packer', 'Franklin Parker', 'Suzanne Ridgeway', 'Mark Roberts', 'Constantine Romanoff', 'Cy Schindell', 'Almira Sessions', 'Cedric Stevens', 'Brick Sullivan', 'Charles Sullivan', 'Carl Switzer', 'Max Wagner', 'Larry Wheat', 'Charles C. Wilson']",8.3,"['holiday', 'angel', 'bank', 'suicide attempt', 'small town', 'great depression', 'family business ', 'black and white', 'nervous breakdown', 'old house', 'alternate reality', 'newlywed', 'magic realism', 'told in flashback', 'guardian angel', 'high school dance', 'christmas', 'building and loan']",['United States of America'],3180000,34.727
['Drama'],['Thomas Vinterberg'],"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm', 'Susse Wold', 'Anne Louise Hassing', 'Lars Ranthe', 'Alexandra Rapaport', 'Sebastian Bull Sarning', 'Steen Ordell Guldbrandsen', 'Daniel Engstrup', 'Troels Thorsen', 'Søren Rønholt', 'Hana Shuan', 'Jytte Kvinesdal', 'Josefine Gråbøl', 'Bjarne Henriksen', 'Nicolai Dahl Hamilton', 'Øyvind Hagen-Traberg', 'Allan Wibor Christensen', 'Rikke Bergmann', 'Rasmus Lind Rubin', 'Frank Rubæk', 'Jacob Højlev Jørgensen', 'Nina Christrup', 'Birgit Petersen', 'Karina Fogh Holmkjær', 'Heidi Gross', 'Marie Aktor', 'Mona C. Soliman', 'Mie Ravn Nielsen', 'Kim Westi Rasmussen', 'Thomas Ravn', 'Katrine Brygmann', 'Ole Dupont']",8.1,"['parent child relationship', 'lie', 'pedophilia', 'kindergarten', 'father', 'teacher', 'school', 'pedophile', 'divorce']","['Denmark', 'Sweden']",3800000,14.418
