genres,director,cast,vote_average,keywords,production_countries,budget,popularity
"['Drama', 'War']",['Michael Cimino'],"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage', 'Meryl Streep', 'George Dzundza', 'Rutanya Alda', 'Pierre Segui', 'Amy Wright', 'Richard Kuss', 'Joe Grifasi', 'Dennis Watlington', 'Shirley Stoler', 'Chuck Aspegren', 'Mary Ann Haenel', 'Mady Kaplan', ""Paul D'Amato"", 'Christopher Colombi Jr.', 'Victoria Karnafel', 'Jack Scardino', 'Joe Strnad', 'Helen Tomko', 'Charlene Darrow', 'Jane-Colette Disko', 'Michael Wollet', 'Robert Beard', 'Joe Dzizmba', 'Stephen Kopestonsky', 'John F. Buchmelter III', 'Frank Devore', 'Tom Becker', 'Lynn Kongkham', 'Nongnuj Timruang', 'Po Pao Pee', 'Dale Burroughs', 'Parris Hicks', 'Samui Muang-Intata', 'Sapox Colisium', 'Vitoon Winwitoon', 'Somsak Sengvilai', 'Charan Nusvanon', 'Jiam Gongtongsmoot', 'Chai Peyawan', 'Mana Hansa', 'Sombot Jumpanoi', 'Phip Manee', 'Ding Santos', 'Krieng Chaiyapuk', 'Ot Palapoo', 'Chok Chai Mahasoke', 'Joel Thingvall', 'Gary A. Jones']",8.0,"['suicide', 'vietnam veteran', 'post traumatic stress disorder', 'pennsylvania, usa', 'small town', 'vietnam', 'saigon', 'friends', 'russian roulette', 'escape', 'wedding', 'deer hunting', 'steel worker', 'anti war', 'revolver', 'drunkenness', 'viet cong']","['United Kingdom', 'United States of America']",15000000,17.53
"['Drama', 'Thriller', 'Crime']",['Martin Scorsese'],"['Jack Nicholson', 'Leonardo DiCaprio', 'Matt Damon', 'Mark Wahlberg', 'Vera Farmiga', 'Martin Sheen', 'Ray Winstone', 'Anthony Anderson', 'Alec Baldwin', 'Kevin Corrigan', 'James Badge Dale', ""David O'Hara"", 'Robert Wahlberg', 'Kristen Dalton', 'Thomas B. Duffy', 'Richard Hughes', 'Chance Kelly', 'Larry Mitchell', 'Mark Rolston', 'J. C. MacKenzie', 'Mary Klug', ""Robert 'Toshi' Kar Yuen Chan"", 'Peg Holzemer', 'Gurdeep Singh', 'Armen Garo', 'John Cenatiempo', 'Brian Smyj', 'William Severs', 'Douglas Crosby', 'Dorothy Lyman', 'Audrie Neenan', 'Conor Donovan', 'Patrick Coppola', ""Mick O'Rourke"", 'Nellie Sciutto', 'Henry Yuk', 'John Rue', 'Joseph P. Reidy', 'John Farrer', 'Billy Smith', 'Brian Haley', 'Terry Serpico', 'Jay Giannone', 'David Conley', 'Tracey Paleo', 'Jill Brown', 'Tom Kemp', 'Kevin P. McCarthy', 'Chris Fischer', 'Joseph Riccobene', 'Johnny Cicco', 'Lyman Chen', 'Shay Duffin', 'David Fischer', 'Emma Tillinger Koskoff', ""Craig 'Radioman' Castaldo"", 'Francesca Scorsese', 'Dennis Lynch', 'Michael Byron', 'Takumi Bando', 'Eric Bruno Borgman', 'Brendan Burke', 'Chris Chinn', 'Jeffrey Corazzini', 'Jim Ford', 'Trudi Goodman', 'Steve Lord', 'Jack McCullough', 'Osmani Rodriguez', 'Lawrence Cameron Steele', 'Conor Timmis', 'Joseph Oliveira', 'Adam Masnyk', 'John Franchi', 'Paul McGillicuddy', 'Kim Carrell', 'Robert Myers', 'Rebecca Love']",8.2,"['undercover', 'boston, massachusetts', 'gangster', 'police', 'friends', 'remake', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training', 'realtor']",['United States of America'],90000000,33.092
"['Drama', 'History']",['David Lynch'],"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller', 'Freddie Jones', 'Michael Elphick', 'Hannah Gordon', 'Helen Ryan', 'John Standing', 'Dexter Fletcher', 'Lesley Dunlop', 'Phoebe Nicholls', 'Pat Gorman', 'Kenny Baker', 'Claire Davenport', 'Orla Pederson', 'Patsy Smart', 'Kathleen Byron', 'William Morgan Sheppard', 'Frederick Treves', 'Richard Hunter', 'Robert Lewis Bush', 'Roy Evans', 'Joan Rhodes', 'Nula Conwell', 'Tony London', 'Alfie Curtis', 'Bernadette Milnes', 'Carol Harrison', 'Hugh Manning', 'Dennis Burgess', 'Fanny Carby', 'Gerald Case', 'David Ryall', 'Deirdre Costello', 'Pauline Quirke', 'Marcus Powell', 'Lesley Scoble', 'Eiji Kusuhara', 'Patricia Hodge', 'Tommy Wright', 'Peter Davidson', 'John Rapley', 'Janie Kells', 'Lydia Lisle', 'Eric Bergren', 'Christopher De Vore', 'Harry Fielder', 'David Lynch', 'Ralph Morse', 'Fred Wood', 'Stromboli', 'James Cormack', 'Brenda Kempner', 'Chris Greener', 'Gilda Cohen', 'Teri Scoble', 'Robert Day', 'Hugh Spight', 'Teresa Codling', 'Marion Betzold', 'Caroline Haigh', 'Florenzio Morgado', 'Victor Kravchenko', 'Beryl Hicks', 'Michele Amas', 'Lucie Alford', 'Penny Wright', 'Jack Armstrong', 'Adam Caine', 'Tony Clarkin', 'Dave Cooper', 'Chick Fowles', 'Norman Gay', 'Juba Kennerley', 'Jay McGrath', 'Henry Roberts', 'Kevin Schumm', 'Ian Selby', 'Guy Standeven', 'Reg Thomason']",8.1,"['exploitation', 'biography', 'based on a true story', 'hospital', 'curiosity', 'sideshow', 'disfigurement', 'physical deformity', 'freak', '19th century', 'dignity']","['United Kingdom', 'United States of America']",5000000,15.408
['Horror'],['William Friedkin'],"['Ellen Burstyn', 'Linda Blair', 'Max von Sydow', 'Lee J. Cobb', 'Kitty Winn', 'Jack MacGowran', 'Jason Miller', ""William O'Malley"", 'Barton Heyman', 'Peter Masterson', 'Rudolf Schündler', 'Gina Petrushka', 'Robert Symonds', 'Arthur Storch', 'Thomas Bermingham', 'Vasiliki Maliaros', 'Titos Vandis', 'John Mahon', 'Wallace Rooney', 'Ron Faber', 'Donna Mitchell', 'Roy Cooper', 'Robert Gerringer', 'Mercedes McCambridge', 'Paul Bateson', 'Elinore Blair', 'William Peter Blatty', 'Mary Boylan', 'Dick Callinan', 'Mason Curry', 'Toni Darnay', 'Eileen Dietz', 'Joanne Dusseau', 'Bernard Eismann', 'Beatrice Hunter', 'Yvonne Jones', 'Don LaBonte', 'Barton Lane', 'Ann Miles', 'John Nicola', 'Vincent Russell', 'Gerard F. Yates']",7.7,"['exorcism', 'holy water', 'religion and supernatural', 'vomit', 'possession', 'priest', 'ouija board', 'satan', 'paranormal phenomena', 'demon', 'strong language', 'catholic church', 'demonic possession', 'disturbed child', 'crisis of faith', 'sfx', 'supernatural horror']",['United States of America'],8000000,60.761
"['Action', 'Adventure', 'Comedy', 'Drama', 'War']","['Buster Keaton', 'Clyde Bruckman']","['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Charles Henry Smith', 'Joe Keaton', 'Al St. John', 'Frank Barnes', 'Mike Donlin', 'Tom Nawn', 'Jimmy Bryant', 'Budd Fine', 'Ray Hanford', 'Charles Phillips', 'Eddie Foster', 'Frank Hagney', 'Jack Hanlon', 'Edward Hearn', 'Hilliard Karr', 'Louis Lewyn', 'Elgin Lessley']",8.1,"['spy', 'southern usa', 'general', 'fiancé', 'cannon', 'bridge', 'engineer', 'army', 'attack', 'train', 'silent film', 'behind enemy lines', 'american civil war', 'crazy stunts', 'bridge collapse']",['United States of America'],750000,9.666
"['Drama', 'Crime']",['Francis Ford Coppola'],"['Marlon Brando', 'Al Pacino', 'James Caan', 'Robert Duvall', 'Richard S. Castellano', 'Diane Keaton', 'Talia Shire', 'Gianni Russo', 'Sterling Hayden', 'Al Lettieri', 'Abe Vigoda', 'John Cazale', 'Richard Conte', 'John Marley', 'Rudy Bond', 'Al Martino', 'Morgana King', 'Lenny Montana', 'John Martino', 'Alex Rocco', 'Salvatore Corsitto', 'Tony Giorgio', 'Victor Rendina', 'Simonetta Stefanelli', 'Saro Urzì', 'Sofia Coppola', 'Louis Guss', 'Gabriele Torrei', 'Tony King', 'Richard Bright', 'Vito Scotti', 'Tere Livrano', 'Julie Gregg', 'Angelo Infanti', 'Corrado Gaipa', 'Franco Citti', 'Max Brandt', 'Carmine Coppola', 'Roman Coppola', 'Don Costello', 'Robert Dahdah', 'Gray Frederickson', 'Ron Gilbert', 'Sonny Grosso', 'Joe Lo Grippo', 'Randy Jurgensen', 'Tony Lip', 'Lou Martini Jr.', 'Raymond Martino', 'Joseph Medaglia', 'Rick Petrucelli', 'Sal Richards', 'Tom Rosqui', 'Frank Sivero', 'Filomena Spagnuolo', 'Nick Vallelonga', 'Joe Spinell', 'Conrad Yama']",8.7,"['italy', 'loss of loved one', 'love at first sight', 'italian american', 'based on novel or book', 'europe', 'symbolism', 'gangster', 'patriarch', 'revenge', 'organized crime', 'mafia', 'lawyer', 'crime family', 'rise to power', 'mob boss', '1940s', '1950s']",['United States of America'],6000000,55.934
"['Adventure', 'Comedy', 'Drama']",['Charlie Chaplin'],"['Charlie Chaplin', 'Georgia Hale', 'Mack Swain', 'Tom Murray', 'Henry Bergman', 'Malcolm Waite', 'Harry Arras', 'James Dime', 'Charles Force', 'J. C. Fowler', 'Ray Grey', 'William Hackett', 'Jack Herrick', 'George Holt', 'Chris-Pin Martin', 'Clyde McAtee', 'Steve Murphy', 'Frank Rice', 'Joe Smith', 'John Wallace', 'Albert Austin', 'Heinie Conklin', 'Al Ernest Garcia', 'John Rand', 'Tom Wood', 'Kay Deslys', 'Joan Lowell', 'Betty Morrissey', 'Inez Gomez', 'Helen Hayward', 'Betty Pierce', 'Jane Sherman', 'Bess Wade', 'Mary Williams', 'Sid Grauman', 'Lita Grey', 'Margarita Martín', 'Barbara Pierce', 'Tiny Sandford', 'Larry Steers']",8.0,"['river', 'gold', 'dance', 'worker', 'cabin', 'gold rush', 'thanksgiving', 'love', 'alaska', 'black and white', 'silent film', 'klondike', 'little tramp', 'dance hall']",['United States of America'],923000,9.758
"['Comedy', 'Drama']",['Mike Nichols'],"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'Murray Hamilton', 'Buck Henry', 'Brian Avery', 'Walter Brooke', 'William Daniels', 'Elizabeth Wilson', 'Norman Fell', 'Alice Ghostley', 'Marion Lorne', 'Eddra Gale', 'Richard Dreyfuss', 'Arthur Tovey', ""William H. O'Brien"", 'Frank Baker', 'Elisabeth Fraser', 'Elaine May']",7.7,"['seduction', 'college', 'romance', 'coming of age', 'los angeles, california', 'wedding', 'older woman younger man relationship', 'graduate', 'rape accusation']",['United States of America'],3000000,11.355
['Drama'],['John Ford'],"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O. Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury', 'Frank Sully', 'Frank Darien', 'Darryl Hickman', 'Shirley Mills', 'Roger Imhof', 'Grant Mitchell', 'Charles D. Brown', 'John Arledge', 'Ward Bond', 'Harry Tyler', 'William Pawley', 'Charles Tannen', 'Selmer Jackson', 'Charles Middleton', 'Eddy Waller', 'Paul Guilfoyle', 'David Hughes', 'Cliff Clark', 'Joe Sawyer', 'Frank Faylen', 'Adrian Morris', 'Hollis Jewell', 'Robert Homans', 'Irving Bacon', 'Kitty McHugh', 'Gino Corrado', 'Pat Flaherty', 'Francis Ford', 'Herbert Heywood', 'Mae Marsh', 'Dan White', 'Wally Albright', 'Erville Alderson', 'Robert J. Anderson', 'Arthur Aylesworth', 'Trevor Bardette', 'Joe Bordeaux', 'George P. Breakston', 'Buster Brodie', 'Delmar Costello', 'W.H. Davis', 'Emily Gerdes', 'Barney Gilmore', 'Edna Hall', 'Charles Herzinger', 'Harry Holden', 'David Kirkland', 'Lillian Lawrence', 'Scotty Mattraw', 'Frank Newburg', 'Walter Perry', 'Rose Plumer', 'Al Stewart', 'Charles Thurston', 'D.H. Turner', 'John Wallace', 'Charles West', 'Russ Clark', 'James Flavin', 'Philip Morris', 'Max Wagner', 'Harry Cording', 'Ralph Dunn', 'Bob Reeves', 'Lee Shumway', 'Paul Sutton', 'William Haade', ""Frank O'Connor"", 'Harry Tenbrook', 'Tom Tyler', 'Thornton Edwards', 'Rex Lease', 'Ben Hall', 'Louis Mason', 'Walter McGrail', 'Walter Miller', ""George O'Hara"", 'Ted Oliver', 'Inez Palange', 'Steve Pendleton', 'Robert Shaw', 'Jack Pennick', 'Dick Rich', 'Gloria Roy', 'Peggy Ryan', 'Georgia Simmons', 'Harry Strang', 'Glen Walters', 'Norman Willis', 'Bill Wolfe', 'Waclaw Rekwart', 'Josephine Allen', 'John Binns', 'Leon Brace', 'Henry Brahe', 'Scotty Brown', 'Hal Budlong', 'Nora Bush', 'Shirley Coates', 'Cal Cohen', 'Cecil Cook', 'Jim Corey', 'Jane Crowley', 'Helen Dean', 'John Dilson', 'Lillian Drew']",7.9,"['california', 'capitalism', 'based on novel or book', 'ex-detainee', 'oklahoma', 'farm', 'great depression', 'road trip', 'jail']",['United States of America'],800000,10.649
"['Comedy', 'War']",['Charlie Chaplin'],"['Charlie Chaplin', 'Jack Oakie', 'Reginald Gardiner', 'Henry Daniell', 'Billy Gilbert', 'Grace Hayle', 'Carter DeHaven', 'Paulette Goddard', 'Maurice Moscovitch', 'Emma Dunn', 'Bernard Gorcey', 'Paul Weigel', 'Chester Conklin', 'Esther Michelson', 'Hank Mann', 'Florence Wright', 'Eddie Gribbon', 'Rudolph Anders', 'Eddie Dunn', 'Nita Pike', 'George Lynn', 'Wheeler Dryden', 'Fred Aldrich', 'Richard Alexander', 'Sig Arno', 'William Arnold', 'Joe Bordeaux', 'Don Brodie', 'Gino Corrado', 'John Davidson', 'Max Davidson', 'Lew Davis', 'Pat Flaherty', 'Bud Geary', 'Sam Harris', 'Eddie Hart', 'Leyland Hodgson', 'William Irving', 'Charles Irwin', 'Ethelreda Leopold', 'Torben Meyer', 'Bert Moorhouse', 'Nellie V. Nichols', 'Manuel París', 'Jack Perrin', 'Lucien Prival', 'Cyril Ring', 'Henry Roquemore', 'Tiny Sandford', 'Hans Schumm', 'Harry Semels', 'Charles Sullivan', 'Carl Voss', 'Leo White', 'Harry Wilson', 'Hans Conried', 'Francis Ernest Drake', 'Francesca Santoro', 'Leonard Walker']",8.4,"['dictator', 'hairdresser', 'amnesia', 'fascism', 'world war ii', 'jewish ghetto', 'world war i', 'nazi', 'propaganda', 'national socialism', 'national socialist party', 'speech', 'satire', 'black and white', 'barbershop', 'anti war', 'fictitious country']",['United States of America'],2000000,13.01
"['Adventure', 'Drama', 'History', 'Thriller', 'War']",['John Sturges'],"['Steve McQueen', 'James Garner', 'Richard Attenborough', 'James Donald', 'Charles Bronson', 'Donald Pleasence', 'James Coburn', 'Hannes Messemer', 'David McCallum', 'Gordon Jackson', 'John Leyton', 'Angus Lennie', 'Nigel Stock', 'Robert Graf', 'Jud Taylor', 'Hans Reiser', 'Harry Riebauer', 'William Russell', 'Robert Freitag', 'Ulrich Beiger', 'George Mikell', 'Lawrence Montaigne', 'Robert Desmond', 'Til Kiwe', 'Heinz Weiss', 'Tom Adams', 'Karl-Otto Alberty']",8.0,"['based on novel or book', 'optimism', 'switzerland', 'baseball', 'famous score', 'prisoner', 'shower', 'world war ii', 'prisoner of war', 'claustrophobia', 'nazi', 'machinegun', 'dystopia', 'attempt to escape', 'uniform', 'freedom', 'epic', 'based on a true story', 'prison guard', 'prison escape', 'tragedy', 'escape', 'swastika', 'barbed wire', 'solitary confinement', 'motorcycle', 'alps mountains', '1940s']",['United States of America'],4000000,18.65
"['Fantasy', 'Drama', 'Crime']",['Frank Darabont'],"['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton', 'Dabbs Greer', 'Eve Brent', 'William Sadler', 'Mack Miles', 'Rai Tasco', 'Paula Malcomson', 'Christopher Joel Ives', 'Evanne Drucker', 'Bailey Drucker', 'Brian Libby', 'Brent Briscoe', 'Bill McKinney', 'Gary Sinise', 'Rachel Singer', 'Scotty Leavenworth', 'Bill Gratton', 'Dee Croxton', 'Rebecca Klingler', 'Gary Imhoff', 'Van Epperson', 'David E. Browning', 'Tommy Barnes', 'Wes Hall', 'Phil Hawn', 'Judy Herrera', 'Ted Hollis', 'Gower Mills', 'Garth Shaw', 'Jared Stovall', 'Todd Thompson']",8.5,"['southern usa', 'mentally disabled', 'based on novel or book', 'death row', 'jail guard', 'great depression', 'supernatural', 'prison guard', 'jail', 'electric chair', 'magic realism', 'healing', '1930s']",['United States of America'],60000000,57.485
"['Adventure', 'Fantasy', 'Action']",['Peter Jackson'],"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'James Nesbitt', 'Ken Stott', 'Sylvester McCoy', 'Barry Humphries', 'Cate Blanchett', 'Ian Holm', 'Christopher Lee', 'Hugo Weaving', 'Elijah Wood', 'Andy Serkis', 'Aidan Turner', ""Dean O'Gorman"", 'Graham McTavish', 'Adam Brown', 'Peter Hambleton', 'John Callen', 'Mark Hadlow', 'Jed Brophy', 'William Kircher', 'Stephen Hunter', 'Lee Pace', 'Benedict Cumberbatch', 'Manu Bennett', 'Conan Stevens', 'Jeffrey Thomas', 'Michael Mizrahi', 'John Rawls', 'Stephen Ure', 'Luke Evans', 'Dan Hennah', 'Stephen Gledhill', 'Tim Gordon', 'Sonia Forbes Adam', 'Oscar Strik', 'Timothy Bartlett', 'Erin Banks', 'Brian Hotter', 'Eric Vespe', 'Mervyn Smith', 'Bret McKenzie', 'Kiran Shah', 'Glenn Boswell', 'Thomas Robins', 'Ruby Acevedo', 'Katie Jackson', 'Isaac Miller', 'Ella Olssen', 'Louis Ashbourne Serkis', 'Ruby Ashbourne Serkis', 'Sonny Ashbourne Serkis', 'Peter Jackson', 'Terry Notary']",7.3,"['riddle', 'elves', 'dwarf', 'orcs', 'hobbit', 'based on novel or book', 'mountain', 'wizard', 'journey', 'ring', 'goblin', 'giant', 'tunnel', 'underground lake', 'buried treasure', 'climbing a tree', 'invisibility', 'ancient', 'gnomes', 'trolls']","['New Zealand', 'United States of America']",250000000,98.905
['Drama'],['Robert Rossen'],"['Paul Newman', 'Jackie Gleason', 'Piper Laurie', 'George C. Scott', 'Myron McCormick', 'Murray Hamilton', 'Michael Constantine', 'Stefan Gierasch', 'Jake LaMotta', 'Vincent Gardenia', 'Gordon B. Clarke', 'Clifford A. Pellow', 'Alexander Rose', 'Carolyn Coates', 'Carl York', 'Willie Mosconi']",7.8,"['suicide', 'new york city', 'gambling', 'manager', 'alcohol', 'based on novel or book', 'pool billiards', 'hustler', 'sports', 'money', 'game', 'drunk']",['United States of America'],2000000,8.951
"['Comedy', 'Drama']",['Charlie Chaplin'],"['Charlie Chaplin', 'Jackie Coogan', 'Edna Purviance', 'Carl Miller', 'Albert Austin', 'Charles Reisner', 'Lita Grey', 'Beulah Bains', 'Nellie Bly Baker', 'Henry Bergman', 'Edward Biby', 'F. Blinn', 'Kitty Bradbury', 'Frank Campeau', 'Bliss Chevalier', 'Frances Cochran', 'Elsie Codd', 'Jack Coogan Sr.', 'Estelle Cook', 'Lillian Crane', 'Dan Dillon', ""Philip D'Oench"", 'Robert Dunbar', 'Sadie Gordon', 'Jules Hanft', 'Kathleen Kay', 'Raymond Lee', 'Clyde McAtee', 'John McKinnon', 'Lew Parker', 'Esther Ralston', 'Granville Redmond', 'Edgar Sherrod', 'S.D. Wilcox', 'Tom Wilson']",8.2,"['angel', 'suicide attempt', 'fistfight', 'slapstick', 'black and white', 'class differences', 'foundling', 'silent film', 'dream sequence', 'semi autobiographical', 'car theft', 'little tramp', 'illegitimate child', 'unwed mother', 'abandoned baby', 'out of wedlock child', 'raised like own child', 'good deed doer']",['United States of America'],250000,12.578
"['Crime', 'Drama', 'Thriller']",['Stanley Kubrick'],"['Sterling Hayden', 'Coleen Gray', 'Vince Edwards', 'Jay C. Flippen', 'Ted de Corsia', 'Marie Windsor', 'Elisha Cook Jr.', 'Joe Sawyer', 'James Edwards', 'Timothy Carey', 'Kola Kwariani', 'Jay Adler', 'Tito Vuolo', 'Dorothy Adams', 'Herbert Ellis', 'James Griffith', 'Cecil Elliott', 'Joe Turkel', 'Steve Mitchell', 'Mary Carroll', 'William Benedict', 'Charles Cane', 'Robert B. Williams', 'Tom Coleman', 'Rodney Dangerfield', 'Franklyn Farnum', 'John George', 'Art Gilmore', 'Kenner G. Kemp', 'Carl M. Leviness', 'Sol Gorss', 'Harry Hines', 'Hal J. Moore', 'Harvey Parry', 'Richard Reeves', 'Frank Richards', 'Arthur Tovey']",7.7,"['corruption', 'adultery', 'robbery', 'horse race', 'husband wife relationship', 'secret', 'way of life', 'sniper', 'ex-detainee', 'gangster', 'marriage crisis', 'femme fatale', 'noir', 'heist', 'bag of money']",['United States of America'],320000,10.455
"['Drama', 'History']",['Tom Hooper'],"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall', 'Michael Gambon', 'Jennifer Ehle', 'Derek Jacobi', 'Freya Wilson', 'Ramona Marquez', 'Richard Dixon', 'Robert Portal', 'Eve Best', 'Paul Trussell', 'Adrian Scarborough', 'Andrew Havill', 'Charles Armstrong', 'Roger Hammond', 'Calum Gittins', 'Dominic Applewhite', 'Ben Wimsett', 'David Bamber', 'Jake Hathaway', 'Patrick Ryecart', 'Teresa Gallagher', 'Simon Chandler', 'Claire Bloom', 'Orlando Wells', 'Tim Downie', 'Dick Ward', 'John Albasiny', 'Danny Emes', 'Anthony Andrews', 'John Warnaby', 'Roger Parrott', 'Dean Ambridge', 'Julianne Buescher', 'James Currie', 'Graham Curry', 'Tony Earnshaw', 'Sean Talo']",7.7,"['great britain', 'radio', 'monarchy', 'stutter', 'palace', 'radio transmission', 'royal family', 'speech', 'marriage', 'based on a true story', 'royalty', 'death of father', 'historical fiction', '1930s', 'george vi', 'winston churchill', 'speech therapy', 'corgi']",['United Kingdom'],15000000,16.343
"['Family', 'Animation', 'Drama']","['Roger Allers', 'Rob Minkoff']","['Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Rowan Atkinson', 'Niketa Calame', 'Jim Cummings', 'Whoopi Goldberg', 'Robert Guillaume', 'Moira Kelly', 'Nathan Lane', 'Zoe Leader', 'Cheech Marin', 'Ernie Sabella', 'Madge Sinclair', 'Jonathan Taylor Thomas', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Sally Dworsky', 'Evan Saucedo', 'Brian Tochi', 'Jason Weaver', 'Joseph Williams', 'Laura Williams', 'Joseph Williams']",8.3,"['loss of loved one', 'lion', 'father murder', 'manipulation', 'musical', 'wild boar', 'uncle', 'murder', 'shaman', 'redemption', 'king', 'scar', 'family', 'hyena', 'meerkat', 'mandrill', 'murder confession']",['United States of America'],45000000,127.893
"['Adventure', 'Fantasy', 'Action']",['Peter Jackson'],"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Andy Serkis', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'John Noble', 'Sean Bean', 'Craig Parker', 'Bruce Allpress', 'John Bach', 'Sala Baker', 'Jed Brophy', 'Sam Comery', 'Calum Gittins', 'Phil Grieve', 'Bruce Hopkins', 'Paris Howe Strewe', 'Nathaniel Lees', 'John Leigh', 'Robbie Magasiva', 'Robyn Malcolm', 'Bruce Phillips', 'Robert Pollock', 'Olivia Tennet', 'Raymond Trickitt', 'Stephen Ure', 'Timothy Lee', 'Phillip Spencer Harris', 'Victoria Beynon-Cole', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Frazer Anderson', 'Ben Barrington', 'Jarl Benzon', 'Jørn Benzon', 'Owen Black', 'Dorothy Anne Bonner', 'Ben Britton', 'Riley Brophy', 'Alistair Browning', 'Alix Bushnell', 'Sean Button', 'Ryan Carey', 'Rodney Cook', 'Augie Davis', 'Mana Hira Davis', 'Shane Dawson', 'Karlos Drinkwater', 'Aron Eastwood', 'Frank Edwards', 'Clint Elvy', 'Alexia Fairbrother', 'Daniel Falconer', 'Siaosi Fonua', 'Kester Fordham', 'Michael Fowler', 'Ben Fransham', 'Frank Goldingham', 'Winham Hammond', 'Jonathan Harding', 'Lucas Hayward', 'Dan Hennah', 'Jason Hood', 'Lani Jackson', 'Peter Jackson', 'Gareth Jensen', 'Sam Kelly', 'Richard Knowles', 'Sandro Kopp', 'Sam La Hood', 'Don Langridge', 'Michael Lawrence', 'Alan Lee', 'Jono Manks', 'Brent McIntyre', 'Dra McKay', 'Joseph Mika-Hunt', 'Dean Morganty', 'Henry Mortensen', 'Francis Mountjoy', 'Paul Norell', 'Barrie M. Osborne', 'Allan Poppleton', 'Gareth Reeves', 'Miranda Rivers', 'Campbell Rousselle', 'Matthew Saville', 'Samuel E. Shore', 'Allan Smith', 'Greg Tozer', 'Piripi Waretini', 'Tim Wong', 'John Wraight', 'Kelley Kerr Young', 'Robert Young']",8.4,"['elves', 'dwarf', 'orcs', 'hobbit', 'based on novel or book', 'explosive', 'cave', 'funeral', 'siege', 'fort', 'army', 'addiction', 'mission', 'attack', 'dragon', 'guide', 'death', 'split personality', 'wizard', 'ring', 'live action and animation', 'sword and sorcery']","['New Zealand', 'United States of America']",79000000,81.349
"['Mystery', 'Crime', 'Thriller']",['John Huston'],"['Humphrey Bogart', 'Mary Astor', 'Peter Lorre', 'Sydney Greenstreet', 'Lee Patrick', 'Gladys George', 'Elisha Cook Jr.', 'Barton MacLane', 'Ward Bond', 'Jerome Cowan', 'James Burke', 'Murray Alper', 'John Hamilton', 'Charles Drake', 'Chester Gan', 'Creighton Hale', 'Robert Homans', 'William Hopper', 'Walter Huston', 'Hank Mann', 'Jack Mower', 'Emory Parnell']",7.8,"['san francisco, california', 'loss of loved one', 'detective', 'noir', 'murder', 'statuette', 'whodunit', 'private detective', 'black bird', 'sam spade', 'private eye']",['United States of America'],375000,12.363
